"index","associated_dis","associated_dis2","country_name","dis_subtype","dis_type","disaster_no","end_date","insur_dam","iso","location","start_date","total_affected","total_dam","total_deaths"
182,"Flood","--","Philippines","Tropical cyclone","Storm","1995-0272","01/11/1995","0","PHL","Leyte, Samar, Central Visayas, Panays Islands, Palawan","28/10/1995","348053","30000","146"
183,"--","--","Philippines","--","Storm","1995-0306","25/12/1995","0","PHL","Agusan, Surigao, Leyte, Samar","25/12/1995","229193","0","11"
184,"Flood","--","Philippines","Tropical cyclone","Storm","1995-0486","31/07/1995","0","PHL","Pampanga, Zambales, Tarlac (Luzon province)","29/07/1995","20000","5000","0"
185,"--","--","Philippines","Tropical cyclone","Storm","1996-0108","15/07/1996","0","PHL","Quzeon, Aurora, Quirino, Nueva Vizcaya, Isabela, Cagayan, Batanes, La Union, Ilocos Norte, Ilocos Sur (Luzon Isl.)","15/07/1996","36828","38000","26"
186,"--","--","Philippines","--","Storm","1996-0257","06/11/1996","0","PHL","Cebu, Bocolod","06/11/1996","800","4150","12"
187,"--","--","Philippines","Tropical cyclone","Storm","1997-0180","19/08/1997","0","PHL","All country","18/08/1997","53659","5000","18"
188,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","1997-0203","26/05/1997","0","PHL","Manilla, Luzon","24/05/1997","309111","2500","30"
189,"--","--","Philippines","Tropical cyclone","Storm","1997-0252","20/10/1997","0","PHL","Cagayan Prov.","20/10/1997","4000","0","1"
190,"--","--","Philippines","Tropical cyclone","Storm","1998-0296","18/09/1998","0","PHL","North and Central Luzon Isl., cordillera Autonomous Region, central Visayas Isl., National Capital Region","18/09/1998","1749436","87038","118"
191,"--","--","Philippines","Tropical cyclone","Storm","1998-0309","18/10/1998","0","PHL","Town Of Tabuk  Level 2 = Kalinga-Apayao (from GENAME)","13/10/1998","1344619","50000","75"
192,"--","--","Philippines","Tropical cyclone","Storm","1998-0314","21/10/1998","0","PHL","Albay ","21/10/1998","3902424","71000","332"
193,"--","--","Philippines","Tropical cyclone","Storm","1998-0404","11/12/1998","0","PHL","E  and W Samar, Cagayan, Pampanga, Bulacan, Isabela, Quenzon, W Mindoro, Palawan, Masbate, Albay, Sorsogon, Catanduanes, Aklan, Capiz, Antique, Iloilo, Leyte","11/12/1998","326520","27399","69"
194,"--","--","Philippines","Tropical cyclone","Storm","1999-0390","05/10/1999","0","PHL","Provinces Of Cagayan, Ilocos, Sur, Pangasinan, La Union","05/10/1999","41933","1800","7"
195,"--","--","Philippines","--","Storm","1999-0723","06/06/1999","0","PHL","Regions II - Batanes","01/06/1999","1601","0","0"
196,"--","--","Philippines","--","Storm","1999-0724","06/06/1999","0","PHL","Region III - Zambales","04/06/1999","1135","2210","0"
197,"--","--","Philippines","--","Storm","1999-0725","01/08/1999","0","PHL","Region III","28/07/1999","1245919","33795","47"
198,"--","--","Philippines","--","Storm","1999-0726","21/08/1999","0","PHL","Regions I, II, III and CAR","18/08/1999","35245","4007","11"
199,"--","--","Philippines","--","Storm","1999-0727","15/09/1999","0","PHL","Region III","10/09/1999","1507","0","1"
200,"--","--","Philippines","--","Storm","1999-0728","18/10/1999","0","PHL","Regions V, VIII","15/10/1999","5791","0","1"
201,"--","--","Philippines","--","Storm","1999-0729","09/11/1999","0","PHL","Regions V, VI, VII","07/11/1999","54159","14675","33"
202,"Flood","--","Philippines","Tropical cyclone","Storm","2000-0257","18/05/2000","0","PHL","Metro Manila, Central Luzon","18/05/2000","235889","1201","12"
203,"--","--","Philippines","Tropical cyclone","Storm","2000-0396","05/07/2000","0","PHL","Manilla","05/07/2000","120000","7500","11"
204,"--","--","Philippines","Tropical cyclone","Storm","2000-0397","07/07/2000","0","PHL","La Union, Pangasinan, Ilocos Norte, Ilocos Sur, Baguio City (Reg. I), Bataan, Bulacan, Pampanga, Olongapo City, Tarlac, Zambales (Reg. III), Mindoro Oriental (Reg. IV), Caloocan, Manioma, Quezon cities, Rizal (NCR), Cavite (Reg. IV), Iloilo, Negros Occidental (Reg.VI)","07/07/2000","1483321","25763","75"
205,"--","--","Philippines","Tropical cyclone","Storm","2000-0706","31/10/2000","1500","PHL","Cavite, Sorsogon, Catanduanes, Samar, Albay, Manilla (Southern Luzon)","28/10/2000","2436256","17000","154"
206,"--","--","Philippines","Tropical cyclone","Storm","2000-0715","05/11/2000","0","PHL","Rizal, Laguna, Cagayan, Nueva Vizcaya provinces, Manilal area (Luzon Isl)","03/11/2000","1747872","31000","94"
207,"--","--","Philippines","Tropical cyclone","Storm","2000-0788","03/12/2000","0","PHL","Mindanao Isl. and Central Philippines","30/11/2000","164093","1000","48"
208,"--","--","Philippines","Tropical cyclone","Storm","2001-0054","17/02/2001","0","PHL","Leyte Isl., Visayas, Mindanao","17/02/2001","100084","6000","55"
209,"--","--","Philippines","Tropical cyclone","Storm","2001-0319","/07/2001","0","PHL","Regions I, II, III, IV, VIII, Cordillera Autonomous Region (CAR), National Capital Region","/07/2001","1902654","68565","232"
210,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2001-0614","08/11/2001","0","PHL","Camiguin Isl., Cagayan de Oro (Mindanao Isl.)","08/11/2001","1060147","22700","290"
211,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2001-0758","07/12/2001","0","PHL","Cebu, Leyte Isl.","05/12/2001","54840","96","6"
212,"--","--","Philippines","--","Storm","2001-0792","19/08/2001","0","PHL","Region III","17/08/2001","295355","293","0"
213,"--","--","Philippines","--","Storm","2001-0793","27/09/2001","0","PHL","Regions I, II and CAR","22/09/2001","37357","1407","4"
214,"--","--","Philippines","Tropical cyclone","Storm","2002-0408","09/07/2002","0","PHL","Manilla","07/07/2002","700041","1000","33"
215,"--","--","Philippines","Tropical cyclone","Storm","2002-0423","13/07/2002","0","PHL","","13/07/2002","11000","5664","62"
216,"--","--","Philippines","Tropical cyclone","Storm","2002-0528","03/07/2002","0","PHL","Manilla (Luzon Isl.)","28/06/2002","3000","0","7"
217,"--","--","Philippines","--","Storm","2002-0875","20/03/2002","0","PHL","Regions VI, VII, VIII and CARGA","20/03/2002","54631","3292","42"
218,"--","--","Philippines","--","Storm","2002-0877","23/07/2002","0","PHL","Regions IV, VI","15/07/2002","19050","238","14"
219,"--","--","Philippines","--","Storm","2002-0878","14/08/2002","0","PHL","REgions III, IV, V, VI, VII, VIII, X, CARAGA","11/08/2002","194472","3340","57"
220,"Slide (land, mud, sn","Flood","Philippines","Tropical cyclone","Storm","2003-0258","30/05/2003","0","PHL","Pangasinan, La Union, Ilocos Norte, Ilocos Sur, Zambales, Battan, Cavite, Batangas, Rizal, Romblon, Occ. Mindoro, Iloilo, Bulacan Benguet provinces, Valenzuela city (Luzon Isl).  ","26/05/2003","13909","4000","51"
221,"Slide (land, mud, sn","Flood","Philippines","Tropical cyclone","Storm","2003-0290","18/06/2003","0","PHL","Sorsogon, Albay, Catanduanes, Camarines Sur (Leyte), Barangay Aslum, Naval, Biliran city (Catbalogan Biliran Island)","15/06/2003","127130","2455","13"
222,"Flood","--","Philippines","Tropical cyclone","Storm","2003-0346","23/07/2003","0","PHL","Maguindanao provinces (Autonomous Region of Muslim Mindanao), North Cobato, Sultan Kudarat (Region XII), Isabela (Region II), Ilocos Norte (Region I), Romblon (Region IV)","19/07/2003","14280","26468","21"
223,"--","--","Philippines","Tropical cyclone","Storm","2003-0822","19/07/2003","0","PHL","Regions IV , VIII","15/07/2003","116602","1499","8"
224,"--","--","Philippines","Tropical cyclone","Storm","2003-0823","31/07/2003","0","PHL","Regions V, VIII, X","30/07/2003","3748","146","0"
225,"--","--","Philippines","Tropical cyclone","Storm","2003-0824","05/08/2003","0","PHL","Region III","04/08/2003","155147","661","0"
226,"--","--","Philippines","--","Storm","2003-0825","24/08/2003","0","PHL","Region I","20/08/2003","1156","73","1"
227,"--","--","Philippines","--","Storm","2003-0826","02/09/2003","0","PHL","Regions III and NCR","30/08/2003","34289","0","1"
228,"Rain","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2004-0218","19/05/2004","0","PHL","Bicol region","13/05/2004","714","1000","31"
229,"--","--","Philippines","Convective storm","Storm","2004-0267","10/06/2004","0","PHL","Leyte Isl.","10/06/2004","4504","0","7"
230,"Flood","--","Philippines","Tropical cyclone","Storm","2004-0309","02/07/2004","0","PHL","Cagayan, Laoag, La Union (North of Luzon Isl.), Mindanao Isl.","25/06/2004","385012","19667","28"
231,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2004-0435","26/08/2004","0","PHL","Pampanga, Tarlac, Bataan, Bulacan, Pangasinan, Benguet, Rizal, La Union,  Nueva Vizcaya, Nueva Ecija, Ifugao provinces (Luzon Isl)","25/08/2004","1058849","0","35"
232,"Slide (land, mud, sn","--","Philippines","Tropical cyclone","Storm","2004-0580","21/11/2004","0","PHL","Catanduanes Isl., Bicol peninsula, Mindoro Isl., Camarines Sur, Sorsogon","14/11/2004","838674","6000","104"
233,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2004-0602","28/11/2004","0","PHL","Aurora province (Luzon Isl)","23/11/2004","2014","0","29"
234,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2004-0609","30/11/2004","0","PHL","Isabela (Region II), Bulacan, Nueva Ecija, Aurora (Region III), Quezon, Rizal (Region IV), Camarines Sur (Region V) - Real, Infanta, General Nakar (Quezon province, East coast Luzon Isl.)","29/11/2004","881023","78200","1619"
235,"--","--","Philippines","Tropical cyclone","Storm","2004-0618","03/12/2004","0","PHL","Bicol","30/11/2004","70488","34000","8"
236,"--","--","Philippines","Tropical cyclone","Storm","2005-0120","17/03/2005","0","PHL","Leyste Isl.","15/03/2005","11","0","18"
237,"Slide (land, mud, sn","Flood","Philippines","Tropical cyclone","Storm","2005-0540","22/09/2005","0","PHL","Luzon, Muntinlupa, Pampanga, Gabaldon, Angono, Quezon, Aurora, Nueja Ecija, Rizal, Bicol, Ilpcos Norte ","15/09/2005","20000","2000","16"
238,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2006-0251","12/05/2006","0","PHL","Sogod, Macrohon (Leyte), Albay province (Bicol region, Luzon), Visayas, Tagalog, Bicol","11/05/2006","42000","3328","41"
239,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2006-0362","17/07/2006","0","PHL","Northern Luzon","11/07/2006","51680","3000","37"
240,"Rain","--","Philippines","Tropical cyclone","Storm","2006-0388","28/07/2006","0","PHL","Central Luzon provinces","24/07/2006","200355","471","4"
241,"--","--","Philippines","Tropical cyclone","Storm","2006-0410","06/08/2006","0","PHL","Quirino region, Northern Luzon","02/08/2006","15000","135000","6"
242,"Rain","--","Philippines","Tropical cyclone","Storm","2006-0415","02/08/2006","0","PHL","Tarlac, Zambales, Nueva Ecija","30/06/2006","476027","645","8"
243,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2006-0517","06/10/2006","0","PHL","Luzon, Manilla, Panay Isl.","27/09/2006","3842406","113000","228"
244,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2006-0600","01/11/2006","0","PHL","Quirino, Isabela, Neuva Vizcaya, Benguet, Kalinga, Aurora, La Union, Cagayan (Luzon Isl.)","30/10/2006","283021","9077","34"
245,"Slide (land, mud, sn","--","Philippines","Tropical cyclone","Storm","2006-0610","13/11/2006","0","PHL","Isabela, Auroa, Nueva Ecija (Luzon Island)","13/11/2006","21260","0","6"
246,"Slide (land, mud, sn","Flood","Philippines","Tropical cyclone","Storm","2006-0648","08/12/2006","0","PHL","Daraga town, Bicol region (Albay province), Catanduanes, Camarines, Sorgoson, Mindoro, Marinduque, Batangas, Laguna","30/11/2006","2562517","66400","1399"
247,"--","--","Philippines","Tropical cyclone","Storm","2006-0667","11/12/2006","0","PHL","Regions IV-B, V, VI, VII, VIII","11/12/2006","327542","0","42"
248,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2007-0346","13/08/2007","0","PHL","Metro Manilla, Luzon provinces","08/08/2007","921462","492","7"
249,"Flood","--","Philippines","Tropical cyclone","Storm","2007-0380","24/08/2007","0","PHL","Central Luzon, Southern Luzon provinces, and the Bicol region","17/08/2007","380000","492","3"
250,"Flood","--","Philippines","Tropical cyclone","Storm","2007-0457","25/09/2007","0","PHL","Negros Occidental ","17/09/2007","30000","0","2"
251,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2007-0463","12/10/2007","0","PHL","Ifugao, Kalinga provinces","29/09/2007","2000","0","8"
252,"--","--","Philippines","Tropical cyclone","Storm","2007-0560","06/11/2007","0","PHL","Isabela, Cagayan (Luzon)","04/11/2007","33884","2971","8"
253,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2007-0576","02/12/2007","0","PHL","Isabela (Luzon Isl.), Camarines Sur, Camarines Norte provinces","25/11/2007","443115","5000","29"
254,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2007-0578","23/11/2007","0","PHL","Central Visayans and Northern Mindanao regions","18/11/2007","35333","1000","20"
255,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2007-0667","30/09/2007","0","PHL","Upper Pitawan, Hingyon, Ifugao, Bagong Silangan, Payatas, Quezon city, Lun Pididu, Malapatan, Sarangani, Hinigaran, Isabela, Ilog, Vallolodid, Pontevedra, NegrosOccidental (Regions V, X, XII, CAR, NCR)","29/09/2007","12515","260","11"
256,"Flood","--","Philippines","Tropical cyclone","Storm","2007-0668","18/09/2007","0","PHL","Western section Luzon, Visayas, Mindanao regions","18/09/2007","64000","0","1"
257,"--","--","Philippines","Tropical cyclone","Storm","2008-0155","13/04/2008","0","PHL","Mindanao Island","13/04/2008","0","16000","1"
258,"Slide (land, mud, sn","Flood","Philippines","Tropical cyclone","Storm","2008-0197","18/05/2008","0","PHL","Botoloan, Pangasinan, Zambales and La Union provinces ","18/05/2008","1496668","99174","64"
259,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2008-0249","23/06/2008","45000","PHL","Aklan, Cebu, Cotabato, General Santos, Iloilo, Leyte, Marinduque, Masbate, Mindoro Oriental, Ormoc, Romblon, Eastern and Western Samar Island, Iloilo, Antique, Capiz, Negros Occidental ","21/06/2008","4785460","284694","644"
260,"Flood","--","Philippines","Tropical cyclone","Storm","2008-0292","29/07/2008","0","PHL","Piddig, Pasuquin - Metro Manilla (Northern Luzon), Ilocos Norte, Ilocos Sur, Abra","28/07/2008","22081","40","10"
261,"Flood","--","Philippines","Tropical cyclone","Storm","2008-0329","04/08/2008","0","PHL","Quezon city (NCR), CAR, Region I, Region III","04/08/2008","4498","0","2"
262,"--","--","Philippines","Tropical cyclone","Storm","2008-0369","22/08/2008","0","PHL","Ilocos, Cagayan, Cordillera regions (La Union, Cagayan, Benguet provinces)","22/08/2008","429463","33870","38"
263,"Slide (land, mud, sn","--","Philippines","Tropical cyclone","Storm","2008-0426","22/09/2008","0","PHL","Itogon, Central region","22/09/2008","46132","7420","37"
264,"Flood","--","Philippines","Tropical cyclone","Storm","2008-0540","11/11/2008","0","PHL","Pro, Tudela, Pilar and San Francisco (Camotes Island), Madridejos, Bantayan and Sta. Fe (Bantayan Island), Catmon, Medellin, San Remegio, Tuburan, Carmen, Tabuelan, Tabogon, Borbon, Sogod (Cebu province), Concepcion , Iloilo, Surigao Norte, Pililia Rozal, Carles, Batad - Southern Tagalog (IV), Bicol (V), Western Visayas (VI), Central Visayas (VII), Eastern Visayas (VIII)","06/11/2008","474","0","19"
265,"Flood","--","Philippines","Tropical cyclone","Storm","2008-0609","13/05/2008","0","PHL","Lambayong, Esperanza (Sultan Kudarat)","13/05/2008","8390","280","1"
266,"Flood","--","Philippines","Tropical cyclone","Storm","2008-0621","18/07/2008","0","PHL","Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)","18/07/2008","31130","147","2"
267,"--","--","Philippines","Tropical cyclone","Storm","2008-0623","29/09/2008","0","PHL","Nueva Ecija, Pampanga, Candaba","29/09/2008","27683","0","1"
268,"Slide (land, mud, sn","Flood","Philippines","Tropical cyclone","Storm","2009-0165","10/05/2009","0","PHL","Aringay, Agoo, Bacnotan, Bagulin, Bauang, Burgos, Caba, Naguillian Pugo, Rosario, San Gabriel, San Juan, Sto Thomas, Tubao, San Fernando city (La Union province); Anda, Agno, Bani, Bolinao, Dasol, Infanta, Lingayan, Mabini, Sta Barbara, Sual, Alaminos city, Dagupan city (Pangasinan province); Ambaguio, Bagabag, Bambang, Bayombong, Dupax del Sur, Solano, Sta Fe (Nueva Vizcaya province); Aurora, Cabaruan, Cordon, Delfin Albano, Ilagan, Luna, Quirino, Ramon, Reina Mercedes, Cauayan city, Santiago city (Isabela province); Cabarroguis, Saguiday (Quirino province), Rizal (Cagayan province); Sta Cruz, Olongapo city (Zambales province); Guagua (Pampanga province); Kiangan, Asipulo, Lamut, Lagawe, Hingyon, Hungduan, Tinoc, Aguinaldo, Alfonso Lista (Ifugao province); Pinukpuk, Lubuagan (Kalinga province); Baguio city (Benguet province)","07/05/2009","401007","30342","77"
269,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2009-0174","05/05/2009","0","PHL","Albay, Camarines Norte, Camarines Sur, Catanduanes, Sorsogon, Masbate provinces","29/04/2009","383465","25810","29"
270,"--","--","Philippines","Convective storm","Storm","2009-0193","15/05/2009","0","PHL","Brgy Damatog (North Kabuntalan, Maguindanao)","15/05/2009","100","5","0"
271,"Slide (land, mud, sn","Surge","Philippines","Tropical cyclone","Storm","2009-0239","26/07/2009","0","PHL","Metro Manila (NCR), Pampanga (Region III), Batangas, Cavite, Quezon (Region IV-A), Romblon, Oriental Mindoro, Occidental Mindoro, Marinduque (Region IV-B), Albay, Camarines Sur, Masbate (Region V), Antique (Region VI), Cebu (Region VII), Leyte, Biliran, Western, Eastern and Northern Samar (Region VIII)","23/07/2009","110405","4281","16"
272,"--","--","Philippines","Tropical cyclone","Storm","2009-0265","18/07/2009","0","PHL","Dingras, Nueva Era, Paoay, Batac, Adams, Pinili, Piddig, San Nicolas, Banna, Marcos, Solsona, Sarrat, Pasuqion (Ilocos Norte municipality, Region I); Naic, Kawit, Noveleta, Bacoor, Cavite city (Cabite municipality), San Mateo, Rodriguez (Rizal municipality) (Region IV-A); Passig, Las Pinas, Marikina, Quezon, Taguig cities (Metro Manila muncipality, NCR Region)","18/07/2009","248058","0","5"
273,"Slide (land, mud, sn","Flood","Philippines","Tropical cyclone","Storm","2009-0321","08/08/2009","0","PHL","Bagio city, Benguet, Capas, Tarlac, Bautista, Pangasingan, Botolan, Zambales, Mandaluyong city (Central and Northern Luzon)","04/08/2009","94229","25000","26"
274,"Slide (land, mud, sn","--","Philippines","Tropical cyclone","Storm","2009-0360","08/09/2009","0","PHL","Botolan (Zamables); Pilar, Morong, Hermosa, Dinalupihan (Bataan) - Region III; Sibalom (Antique); San Erique, Pontevedra, La Carlota City, Valladolid, Hinigaran (Negros Occidental) - Region VI; Bayawan city (Negros Oriental) - Region VII","02/09/2009","95700","0","1"
275,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2009-0373","09/09/2009","0","PHL","Botolan, Iba, San Antonio, San Felipe, San Marcelino (Zambales); Abucay, Bagac, Dinalupihan, Hermosa, Morong, Pilar, Samal (Battan); Apalit, Arayat, Bacolor, Floridabanca, Guagua, Lubao, Masantol, Mexico, Minalin, San Luis, Sasmuan, Stanta Ana, Santo Thomas (Pampanga); Balagtas, Calumpit, Guiguinto, Marilao, Meycauayan, San Miguel (Bulacan) - Region III; Calamba city (Calamba) - Region IV","08/09/2009","388373","6303","15"
276,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2009-0374","13/09/2009","0","PHL","Santa Teresita (Cagayan) - Region II; Silang (Cavite); Santa Cruz, Bay, Los Banos, Santa Rosa, Calamba, Banan, San Pedro (Laguna) - Region IV; Pasil (Kalinga) - CAR","12/09/2009","48333","0","3"
277,"Flood","--","Philippines","Tropical cyclone","Storm","2009-0414","27/09/2009","0","PHL","Bolinao, Sual, Dagupan city (Pangasinan, Region I); Rizal, Cabarroguis (Quirino, Region II); Mandaluyong, Manila, Marikina, Muntinlupa, Navotas, Paranaque, Pasig, Las Pinas, Caloocan, Makati, Valenzuela, Malabon, Pateros, Quezon, Taguig, San Juan, Pasay cities (NCR, Region II); Balanga city, Orani, Mariveles, Hermosa (Bataan, Region III); Angat, Balagtas, Baliwag, Bocaue, Bulacan, Bustos, Calumpit, Guiguinto, Hagonoy, Malolos, Marilao, Meycauayan, Plaridel, San Miguel (Bulacan, Region III); Arayal, Bacolor, Lubao, Mabelacat, San Simon, San Luis, San Fernando city, Sto.Tomas, Floridablanca, Sta.Rita (Pampanga, Region III); Licab (Nueva Ecija, Region III); Calaca, Nasugbu, Lemery, Balayan, Bauan, Laurel, Tanauan city, Talisay (Batangas, Region IV-A); Pengil, Alaminos, Paete, Los Banos, Cabuyao, Bay, Lumban, Pila, Pakil, Victoria, Calamba city, Sta.Cruz (Laguna, Region IV-A); Tanay, Taytay, Angono, Morong, Rodriguez, San Mateo, Antipolo city, Teresa (Rizal, Region IV-A); GMA, Ge,.Trias, Carmona, Noveleta, Rosario, Tanza, Imus, Silang Bulihan, Maragondon, Ternate, Naic, Bacoor, Dasmarinas, Cavite city (Cavite, Region IV-A); Infanta (Quezon, Region IV-A); Magsaysay, San Jose (OCC Mindoro, Region IV-B); Naga city, Sangay, Pasacao (Camarines Sur, Region V); San Pascuan (Masbate, Region V), Pioduran (Albay, Region V); Pilar (Sorgoson, Region V); Zamboanga city (Zamboanga Del Sur, Region IX); Kalamasig (Sultan Kudarat, Region XII); Kabugao (Apayo, CAR); Kabayan (Benguet, CAR)","24/09/2009","4901763","237489","501"
278,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2009-0422","10/10/2009","0","PHL","NCR; La Union, Pangasinan, Ilocos Norte, Ilocos Sur, (Region I); Isabela, Nueva Vizcaya, Cayagan (Region II); Aurora, Bulacan, Pampanga, Zambales, Nueva Ecija, Tarlac (Region III); Quezon, (Region IV-A); Albay, Camarines Sur, Catanduanes, Sorsogon (Region V); Negros Occidental (Region VI); Apayao, Mt.Province, Kalinga, Benguet, Abra (CAR)","29/09/2009","4478491","585379","512"
279,"Slide (land, mud, sn","--","Philippines","Tropical cyclone","Storm","2009-0478","28/10/2009","0","PHL","NCR; Aurora, Bataan, Bulacan (Region III); Batangas, Cavite, Laguna, Quezon, Rizal (Region IV-A); Occidental Mindoro, Oriental Mindoro (REgion IV-B); Albay, Camarines Norte, Damarines Sur (Region V)","28/10/2009","802175","15194","39"
280,"Slide (land, mud, sn","--","Philippines","Tropical cyclone","Storm","2009-0521","25/11/2009","0","PHL","Agusan del Norte province (Caraga); Region VII; Region X","25/11/2009","48142","12","4"
281,"Flood","--","Philippines","Tropical cyclone","Storm","2009-0606","03/08/2009","0","PHL","Panay, Negros, Mindanao Islands","01/08/2009","221422","2888","14"
282,"Flood","--","Philippines","Tropical cyclone","Storm","2010-0308","15/07/2010","0","PHL","","12/07/2010","585474","8675","146"
283,"Transport accidents","--","Philippines","Tropical cyclone","Storm","2010-0383","09/08/2010","0","PHL","Sitio Sabitan, Santo Rosario, Malolos city, Bulacan (REgion III); Navostas West, Navotas city (NCR); REgion IV-B","09/08/2010","1045","0","31"
284,"--","--","Philippines","Tropical cyclone","Storm","2010-0543","18/10/2010","0","PHL","Aringuay, Bangar (La Union, Ilocos region); Bolinao (Pangasinan); Aparri, Claveria, Gonzaga, Iguig, Lasam, Rizal, Santa Aba, Santa Praxedes, Santa Teresita, Santo NIno, Tiao (Cagayan, Cagayan Valley); Dinapigue, Divilacan, San Mariano, Santa Maria (Isabela); Casiguran, Dilasag, Dinalungan (Auroa, Central Luzon); Bagio city, Itogon, La Trinidad, Tublay (Benguet, CAR); Pinukbuk, Tabuk (Kalinga, CAR); Tadian (Mountain province, CAR)","18/10/2010","2009026","275745","35"
285,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2011-0157","11/05/2011","0","PHL","NCR; Bulacan, Zambales (Region III); Albay, Camarines Norte, Camarines Sur, Masbate, Sorsogon (Region V);  Cebu (Region VII); Eastern Samar, Leyte, Northern Samar, Western Samar (Region VIII)","08/05/2011","430092","31259","37"
286,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2011-0203","10/06/2011","0","PHL","Region IV-A, IV-B, III, NCR","09/06/2011","1152","0","9"
287,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2011-0231","25/06/2011","0","PHL","NCR; Pangasinan (REgion I - Ilocos Norte); Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III - Central Luzon); Batangas, Cavite, Rizal (Region IV-A - Calabarzon); Albay, Camarines Sur (Region V - Bicol Region)","21/06/2011","1700089","12869","20"
288,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2011-0272","27/07/2011","0","PHL","La Pinas (NCR); Nueva Ecija (Region III); Cavite, Quezon (Region IV-A); Marinduque (Region IV-B); Albay, Catanduanes, Camarines Sur, Camarinas Norte, Sorsogon, Masbate (Region V); Iloilo (Region IV); Siquijor (Region VII); Leyte (Region VIII); Ifugao (CAR)","26/07/2011","1108224","63258","84"
289,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2011-0279","02/08/2011","0","PHL","Mandaluyong, Marikina, Quezon, San Juan cities (NCR); Japalit (Pampanga), Paniqui (Tarlac) - Region III; Calatagan, Malvar (Batangas), Antopolo city, Rodriguez, San Mateo (Rizal) - Region IV","02/08/2011","8423","59","11"
290,"--","--","Philippines","Tropical cyclone","Storm","2011-0341","29/08/2011","0","PHL","Quezon city (NCR); Pangasinan, Ilocos Norte, Ilocos Sur (Region I); Zambales, Bulacan (Region III); Iloilo (Region IV); Benguet, Abra, Mt Province (CAR); Catanduanes (REhion IV); Zambagua del Sur (Rehion IX)","27/08/2011","403230","34452","43"
291,"Slide (land, mud, sn","--","Philippines","Tropical cyclone","Storm","2011-0378","01/10/2011","0","PHL","Ilocos Sur, La Union, Pangasinan (Region I - ILOCOS Region); Cagayan, Isabela, Nueva Vizcaya, Quirino (Region II - Cagayan Valley); Aurora, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III - Central Luzon); Apayao, Benguet, Ifugao, Kalinga, Mountain Province (CAR Region);","01/10/2011","1113775","2655","25"
292,"--","--","Philippines","Tropical cyclone","Storm","2011-0379","24/09/2011","0","PHL","NCR; Ilocos Norte, Ilocos Sur, Pangasinan (Region I - Ilocos region); Cagayan, Isabela, Nueva Vizcaya, Quirino (Region II - Cagayan Valley); Aurora, Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III - Central Luzon); Batangas, Cavite, Laguna, Quezon, Rizal (Region IV-A - Calabarzon); Occidental Mindoro, Oriental Mindoro, Romblon (Region IV-B - Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes (Region V - Bicol); Antique, Iloilo (Region VI - Western Visayas); Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain Province (Region IV) ","24/09/2011","3030846","344173","103"
